,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
22415,22415,F,N,Y,A,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,42,2198.0,A,N,N,N,C,A,25.0,2.0
22416,22416,F,N,N,A,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,64,0.0,B,N,Y,N,A,A,6.0,2.0
22417,22417,F,N,N,A,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,48,339.0,A,N,N,N,B,A,48.0,2.0
22418,22418,F,N,Y,A,135000.0,Commercial associate,Higher education,Married,House / apartment,24,923.0,C,Y,N,Y,B,B,16.0,2.0
22420,22420,M,Y,Y,B,157500.0,Working,Secondary / secondary special,Married,House / apartment,48,1508.0,B,Y,N,N,B,C,12.0,2.0
22421,22421,F,N,N,A,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,A,N,N,N,A,B,58.0,2.0
22422,22422,F,N,Y,A,259500.0,Working,Secondary / secondary special,Married,House / apartment,49,6594.0,B,N,N,Y,A,B,27.0,2.0
22423,22423,M,N,Y,B,225000.0,Working,Secondary / secondary special,Married,House / apartment,28,2808.0,A,N,N,N,A,C,45.0,2.0
22424,22424,F,N,Y,A,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,57,0.0,A,N,N,N,A,B,14.0,1.0
22425,22425,M,Y,Y,A,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,5364.0,B,N,Y,N,B,B,10.0,2.0
22426,22426,M,Y,N,A,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,27,1962.0,B,N,Y,N,A,B,7.0,1.0
22427,22427,F,N,Y,A,306000.0,Pensioner,Higher education,Married,House / apartment,59,0.0,A,N,N,N,A,B,17.0,2.0
22428,22428,F,Y,Y,A,225000.0,Working,Higher education,Married,House / apartment,41,2591.0,C,N,Y,Y,B,B,21.0,0.0
22430,22430,M,N,Y,A,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,36,413.0,A,N,N,N,A,A,3.0,0.0
22431,22431,F,Y,N,B,259500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,54,0.0,B,N,Y,N,A,C,10.0,2.0
22432,22432,M,Y,N,A,180000.0,Working,Higher education,Married,House / apartment,28,2996.0,C,Y,N,Y,D,B,16.0,1.0
22433,22433,M,Y,Y,A,292500.0,Commercial associate,Secondary / secondary special,Married,With parents,26,2559.0,B,N,Y,N,B,B,39.0,2.0
22434,22434,M,N,Y,A,153000.0,Working,Secondary / secondary special,Married,House / apartment,33,309.0,A,N,N,N,B,B,6.0,2.0
22435,22435,M,N,N,A,259500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,25,508.0,A,N,N,N,B,A,21.0,2.0
22436,22436,M,Y,N,A,259500.0,Working,Higher education,Married,House / apartment,47,2888.0,C,Y,Y,N,D,B,30.0,2.0
22438,22438,F,N,Y,A,202500.0,Working,Higher education,Single / not married,With parents,27,2269.0,A,N,N,N,A,A,10.0,2.0
22440,22440,M,Y,Y,A,256500.0,Commercial associate,Higher education,Married,House / apartment,58,1674.0,B,N,N,Y,B,B,40.0,0.0
22441,22441,M,Y,Y,B,270000.0,Working,Secondary / secondary special,Married,House / apartment,36,1401.0,A,N,N,N,C,C,20.0,2.0
22442,22442,M,N,Y,C,360000.0,State servant,Higher education,Married,House / apartment,43,5639.0,B,N,Y,N,D,D,51.0,1.0
22443,22443,F,N,Y,A,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,57,1050.0,A,N,N,N,C,A,24.0,2.0
22445,22445,F,N,Y,A,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,51,0.0,A,N,N,N,A,A,3.0,0.0
22446,22446,M,N,Y,B,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39,209.0,B,N,Y,N,B,B,21.0,2.0
22447,22447,M,Y,Y,C,254700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,3505.0,B,N,Y,N,B,D,47.0,2.0
22448,22448,F,Y,N,B,225000.0,Commercial associate,Higher education,Civil marriage,With parents,27,668.0,C,N,Y,Y,B,C,15.0,2.0
22450,22450,F,N,Y,A,225000.0,Working,Secondary / secondary special,Married,With parents,44,401.0,A,N,N,N,C,B,30.0,2.0
22451,22451,F,N,Y,A,148500.0,Working,Incomplete higher,Single / not married,House / apartment,27,1830.0,B,N,Y,N,C,A,30.0,2.0
22452,22452,M,N,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,54,1692.0,C,Y,Y,N,B,B,23.0,2.0
22453,22453,M,N,N,A,90000.0,Working,Secondary / secondary special,Married,House / apartment,30,1413.0,A,N,N,N,B,B,18.0,1.0
22454,22454,F,N,N,A,202500.0,Working,Secondary / secondary special,Separated,House / apartment,42,3240.0,D,Y,Y,Y,B,A,60.0,2.0
22455,22455,M,N,N,A,47250.0,Pensioner,Higher education,Married,House / apartment,57,0.0,A,N,N,N,A,B,29.0,2.0
22456,22456,M,Y,Y,A,337500.0,Working,Higher education,Married,House / apartment,64,3505.0,A,N,N,N,B,B,42.0,2.0
22457,22457,F,N,N,B,63000.0,Working,Secondary / secondary special,Married,House / apartment,36,888.0,B,Y,N,N,B,C,46.0,2.0
22458,22458,F,Y,Y,B,157500.0,Working,Higher education,Married,House / apartment,45,2477.0,A,N,N,N,D,C,35.0,2.0
22459,22459,F,N,Y,A,135000.0,Working,Secondary / secondary special,Married,House / apartment,32,2470.0,C,N,Y,Y,C,B,3.0,1.0
22460,22460,F,N,Y,A,112500.0,Working,Higher education,Widow,House / apartment,61,1402.0,A,N,N,N,B,A,6.0,1.0
22461,22461,M,N,Y,A,108000.0,Working,Secondary / secondary special,Married,House / apartment,43,3505.0,C,Y,Y,N,B,B,38.0,2.0
22462,22462,F,N,Y,C,144000.0,Working,Secondary / secondary special,Married,House / apartment,33,1854.0,C,Y,Y,N,C,D,5.0,2.0
22463,22463,M,Y,N,C,166500.0,Commercial associate,Higher education,Married,House / apartment,33,1199.0,A,N,N,N,B,D,10.0,2.0
22464,22464,F,N,Y,A,225000.0,Working,Incomplete higher,Single / not married,House / apartment,38,2075.0,A,N,N,N,A,A,34.0,2.0
22465,22465,F,Y,Y,A,45000.0,Pensioner,Higher education,Married,House / apartment,61,0.0,B,N,Y,N,A,B,12.0,2.0
22466,22466,F,N,N,A,225000.0,Working,Secondary / secondary special,Married,House / apartment,26,95.0,A,N,N,N,A,B,5.0,1.0
22467,22467,F,N,Y,A,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56,0.0,B,N,Y,N,A,A,60.0,2.0
22469,22469,F,N,Y,B,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,31,1540.0,B,N,N,Y,B,C,13.0,2.0
22470,22470,F,N,N,A,270000.0,Working,Secondary / secondary special,Widow,House / apartment,51,407.0,A,N,N,N,C,A,27.0,2.0
22472,22472,F,N,N,A,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,1466.0,B,Y,N,N,C,A,20.0,1.0
22473,22473,F,Y,Y,A,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,789.0,A,N,N,N,C,B,57.0,2.0
22474,22474,F,N,Y,A,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,0.0,B,N,Y,N,A,A,12.0,1.0
22475,22475,F,N,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,51,375.0,A,N,N,N,B,B,33.0,2.0
22476,22476,F,N,Y,B,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46,2849.0,A,N,N,N,D,C,28.0,2.0
22477,22477,M,Y,Y,A,184500.0,Working,Secondary / secondary special,Married,House / apartment,33,1200.0,A,N,N,N,B,B,8.0,2.0
22478,22478,M,N,Y,B,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,34,2267.0,A,N,N,N,B,C,45.0,2.0
22479,22479,F,N,Y,A,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0.0,B,N,Y,N,A,B,23.0,2.0
22480,22480,M,Y,Y,B,292500.0,Working,Secondary / secondary special,Married,With parents,32,1550.0,A,N,N,N,B,C,16.0,2.0
22482,22482,F,N,N,A,180000.0,Working,Incomplete higher,Widow,House / apartment,53,1897.0,C,Y,Y,N,B,A,12.0,2.0
22483,22483,F,N,Y,A,292500.0,Working,Higher education,Single / not married,House / apartment,41,108.0,A,N,N,N,A,A,34.0,0.0
22484,22484,F,N,N,A,112500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,38,1405.0,B,Y,N,N,B,B,14.0,0.0
22485,22485,F,N,N,B,99000.0,Commercial associate,Secondary / secondary special,Married,With parents,26,827.0,A,N,N,N,C,C,23.0,0.0
22486,22486,F,N,Y,A,157500.0,Working,Secondary / secondary special,Separated,House / apartment,49,3505.0,A,N,N,N,A,A,5.0,0.0
22487,22487,M,Y,Y,A,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,33,2461.0,C,Y,Y,N,B,B,7.0,2.0
22488,22488,F,N,Y,C,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,1025.0,A,N,N,N,C,D,19.0,1.0
22489,22489,F,N,Y,B,33300.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,A,N,N,N,A,C,37.0,2.0
22490,22490,F,N,Y,C,45000.0,Working,Secondary / secondary special,Married,House / apartment,37,2836.0,B,Y,N,N,B,D,20.0,2.0
22491,22491,M,Y,Y,A,259500.0,Working,Higher education,Married,House / apartment,32,1748.0,B,N,Y,N,B,B,49.0,2.0
22492,22492,F,N,Y,B,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,1649.0,A,N,N,N,C,C,33.0,2.0
22493,22493,F,N,Y,A,360000.0,Working,Higher education,Single / not married,House / apartment,46,1462.0,A,N,N,N,B,A,3.0,0.0
22494,22494,F,N,N,A,202500.0,Working,Higher education,Civil marriage,House / apartment,41,5179.0,C,Y,Y,N,B,B,4.0,1.0
22495,22495,F,N,N,A,135000.0,State servant,Higher education,Separated,With parents,53,1991.0,B,Y,N,N,B,A,3.0,1.0
22496,22496,M,N,Y,B,135000.0,Working,Secondary / secondary special,Married,Rented apartment,28,2742.0,C,Y,Y,N,B,C,28.0,2.0
22497,22497,F,N,Y,A,112500.0,State servant,Secondary / secondary special,Married,House / apartment,53,248.0,A,N,N,N,A,B,2.0,0.0
22498,22498,F,N,Y,A,238500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,A,N,N,N,A,B,51.0,2.0
22499,22499,F,N,N,A,225000.0,Working,Higher education,Married,Municipal apartment,30,808.0,B,Y,N,N,A,B,14.0,2.0
22500,22500,M,Y,Y,B,360000.0,Working,Higher education,Married,House / apartment,44,747.0,A,N,N,N,D,C,1.0,1.0
22501,22501,F,Y,Y,A,225000.0,Pensioner,Higher education,Married,House / apartment,64,0.0,A,N,N,N,A,B,39.0,2.0
22502,22502,F,N,Y,A,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,53,0.0,A,N,N,N,A,B,59.0,0.0
22504,22504,F,Y,N,A,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,0.0,A,N,N,N,A,A,48.0,2.0
22506,22506,M,Y,Y,D,202500.0,Working,Secondary / secondary special,Married,House / apartment,36,1981.0,A,N,N,N,B,D,2.0,1.0
22507,22507,M,Y,N,A,162000.0,Pensioner,Higher education,Married,House / apartment,54,0.0,A,N,N,N,A,B,4.0,1.0
22508,22508,F,N,Y,A,360000.0,Commercial associate,Higher education,Married,House / apartment,32,1106.0,A,N,N,N,A,B,9.0,2.0
22510,22510,M,N,Y,A,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,46,0.0,A,N,N,N,A,B,9.0,2.0
22511,22511,F,Y,Y,B,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0.0,B,N,Y,N,A,C,17.0,2.0
22512,22512,F,N,N,C,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,1323.0,C,Y,Y,N,B,D,26.0,2.0
22513,22513,M,Y,N,A,162000.0,Working,Secondary / secondary special,Married,House / apartment,52,4089.0,C,Y,N,Y,B,B,58.0,2.0
22514,22514,M,N,N,A,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,1422.0,A,N,N,N,B,A,29.0,1.0
22515,22515,F,N,Y,A,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,44,582.0,A,N,N,N,B,B,33.0,0.0
22516,22516,F,N,Y,A,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,1054.0,B,N,Y,N,B,A,5.0,1.0
22517,22517,F,N,Y,A,121500.0,Working,Secondary / secondary special,Widow,House / apartment,66,3566.0,A,N,N,N,C,A,1.0,1.0
22518,22518,F,N,Y,A,243000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,A,N,N,N,A,A,5.0,2.0
22519,22519,F,Y,N,B,67500.0,State servant,Secondary / secondary special,Married,House / apartment,41,1162.0,A,N,N,N,B,C,14.0,1.0
22520,22520,M,Y,Y,A,202500.0,Working,Secondary / secondary special,Married,House / apartment,32,1299.0,B,N,N,Y,B,B,9.0,2.0
22521,22521,F,N,N,B,139050.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,57,0.0,A,N,N,N,A,C,28.0,2.0
22522,22522,F,N,Y,A,202500.0,Working,Secondary / secondary special,Married,House / apartment,41,3505.0,B,N,N,Y,B,B,24.0,1.0
22523,22523,F,N,N,A,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,25,1346.0,A,N,N,N,A,B,42.0,0.0
22524,22524,F,N,Y,A,259500.0,Working,Higher education,Married,House / apartment,47,3505.0,A,N,N,N,A,B,19.0,0.0
22526,22526,M,N,Y,A,259500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45,460.0,B,N,N,Y,D,B,23.0,1.0
22527,22527,F,N,Y,A,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,A,N,N,N,A,B,22.0,1.0
22528,22528,F,N,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,40,3505.0,B,N,Y,N,B,B,41.0,0.0
22529,22529,F,Y,N,B,259500.0,Working,Higher education,Married,House / apartment,36,2574.0,A,N,N,N,D,C,46.0,2.0
22530,22530,M,N,N,A,90000.0,Working,Secondary / secondary special,Single / not married,With parents,27,170.0,B,Y,N,N,B,A,16.0,2.0
22531,22531,F,N,Y,B,90000.0,Working,Higher education,Married,House / apartment,28,2378.0,A,N,N,N,B,C,38.0,1.0
22532,22532,F,N,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,43,3332.0,A,N,N,N,B,B,45.0,2.0
22533,22533,F,N,N,A,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,3505.0,C,Y,Y,N,B,B,41.0,0.0
22534,22534,F,N,Y,A,90000.0,Working,Secondary / secondary special,Married,House / apartment,56,3505.0,C,Y,Y,N,B,B,30.0,2.0
22535,22535,M,N,Y,A,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,53,0.0,B,N,Y,N,A,B,42.0,2.0
22536,22536,F,N,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,27,2499.0,C,Y,Y,N,B,B,20.0,1.0
22537,22537,F,N,N,A,270000.0,Working,Secondary / secondary special,Widow,House / apartment,51,407.0,A,N,N,N,C,A,14.0,2.0
22538,22538,F,N,N,A,90000.0,Working,Secondary / secondary special,Married,House / apartment,44,985.0,A,N,N,N,B,B,3.0,1.0
22539,22539,F,N,N,A,67500.0,Working,Secondary / secondary special,Married,House / apartment,49,3902.0,B,Y,N,N,B,B,49.0,1.0
22542,22542,M,Y,Y,A,259500.0,Commercial associate,Higher education,Married,House / apartment,44,398.0,A,N,N,N,B,B,25.0,2.0
22543,22543,F,N,Y,A,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,47,428.0,A,N,N,N,B,A,23.0,2.0
22544,22544,M,Y,Y,C,108000.0,State servant,Secondary / secondary special,Married,House / apartment,34,918.0,B,Y,N,N,A,D,7.0,2.0
22546,22546,F,N,Y,A,171000.0,Working,Secondary / secondary special,Married,House / apartment,53,378.0,A,N,N,N,B,B,4.0,1.0
22547,22547,F,N,Y,A,216000.0,Working,Secondary / secondary special,Married,House / apartment,50,2970.0,A,N,N,N,C,B,32.0,1.0
22548,22548,F,N,Y,A,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,0.0,B,N,Y,N,A,A,10.0,0.0
22549,22549,F,N,N,C,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,34,714.0,B,N,Y,N,C,D,29.0,0.0
22550,22550,M,Y,Y,B,135000.0,Commercial associate,Higher education,Married,House / apartment,49,444.0,C,Y,Y,N,D,C,5.0,2.0
22551,22551,M,Y,N,B,157500.0,Working,Secondary / secondary special,Married,House / apartment,26,139.0,A,N,N,N,B,C,26.0,0.0
22553,22553,F,Y,Y,A,259500.0,Working,Secondary / secondary special,Married,House / apartment,46,7264.0,A,N,N,N,B,B,23.0,2.0
22554,22554,F,N,Y,A,135000.0,Working,Secondary / secondary special,Married,Rented apartment,39,2599.0,A,N,N,N,B,B,55.0,2.0
22555,22555,F,N,Y,A,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,42,382.0,A,N,N,N,B,A,19.0,2.0
22556,22556,F,N,Y,C,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29,720.0,A,N,N,N,D,D,12.0,2.0
22557,22557,M,Y,Y,B,202500.0,Working,Secondary / secondary special,Married,House / apartment,52,398.0,C,Y,Y,N,B,C,19.0,0.0
22558,22558,F,N,Y,A,157500.0,Pensioner,Higher education,Married,House / apartment,57,0.0,A,N,N,N,A,B,19.0,1.0
22559,22559,M,Y,Y,A,157500.0,Working,Higher education,Married,With parents,30,846.0,A,N,N,N,B,B,2.0,1.0
22560,22560,F,N,Y,A,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,56,0.0,A,N,N,N,A,A,49.0,0.0
22561,22561,F,N,Y,A,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,A,N,N,N,A,B,32.0,2.0
22562,22562,F,Y,Y,A,135000.0,Working,Higher education,Married,House / apartment,42,4834.0,B,N,N,Y,A,B,50.0,1.0
22563,22563,M,N,N,A,45000.0,Working,Lower secondary,Married,House / apartment,36,766.0,B,N,Y,N,C,B,55.0,2.0
22564,22564,F,N,Y,A,135000.0,State servant,Higher education,Married,House / apartment,51,3505.0,B,N,Y,N,B,B,28.0,0.0
22565,22565,M,N,N,A,270000.0,Working,Secondary / secondary special,Married,House / apartment,32,4246.0,A,N,N,N,A,B,46.0,2.0
22566,22566,F,N,N,A,166500.0,Working,Secondary / secondary special,Married,House / apartment,61,5467.0,B,N,Y,N,A,B,36.0,2.0
22567,22567,F,N,Y,A,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,2878.0,A,N,N,N,B,B,4.0,2.0
22570,22570,F,N,N,A,121500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,64,0.0,A,N,N,N,A,A,10.0,2.0
22571,22571,M,N,Y,A,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,26,139.0,B,N,Y,N,A,A,6.0,1.0
22572,22572,M,Y,N,A,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48,645.0,B,N,N,Y,B,B,38.0,0.0
22573,22573,M,N,Y,A,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29,766.0,B,N,N,Y,B,B,34.0,1.0
22574,22574,M,Y,Y,B,225000.0,Working,Secondary / secondary special,Married,House / apartment,39,2530.0,A,N,N,N,B,C,39.0,2.0
22575,22575,M,Y,N,B,270000.0,Working,Secondary / secondary special,Separated,House / apartment,36,3143.0,A,N,N,N,B,B,26.0,0.0
22577,22577,F,N,Y,A,292500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,64,0.0,A,N,N,N,A,A,60.0,2.0
22579,22579,M,Y,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,44,3062.0,C,N,Y,Y,D,B,35.0,2.0
22580,22580,M,Y,Y,C,135000.0,Working,Higher education,Married,House / apartment,31,2944.0,B,N,N,Y,D,D,52.0,2.0
22581,22581,F,N,Y,A,202500.0,Working,Secondary / secondary special,Married,House / apartment,53,6226.0,A,N,N,N,B,B,13.0,2.0
22582,22582,F,N,Y,A,126000.0,Working,Secondary / secondary special,Married,House / apartment,65,2147.0,B,N,Y,N,B,B,3.0,1.0
22583,22583,F,N,Y,A,202500.0,Working,Secondary / secondary special,Married,House / apartment,53,6226.0,A,N,N,N,B,B,8.0,1.0
22584,22584,M,N,Y,A,225000.0,State servant,Secondary / secondary special,Married,House / apartment,33,381.0,A,N,N,N,B,B,5.0,2.0
22585,22585,M,N,Y,A,180000.0,Working,Higher education,Single / not married,House / apartment,25,959.0,A,N,N,N,B,A,6.0,2.0
22586,22586,M,Y,Y,A,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,A,N,N,N,A,B,10.0,1.0
22587,22587,F,N,Y,A,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60,0.0,A,N,N,N,A,B,44.0,1.0
22589,22589,M,Y,N,B,90000.0,Working,Secondary / secondary special,Married,With parents,24,1051.0,A,N,N,N,B,C,0.0,1.0
22590,22590,M,N,Y,B,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50,1324.0,A,N,N,N,B,C,49.0,2.0
22592,22592,F,N,Y,D,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,3375.0,A,N,N,N,B,D,10.0,1.0
22593,22593,F,N,N,A,306000.0,Commercial associate,Higher education,Married,House / apartment,29,1354.0,A,N,N,N,D,B,27.0,1.0
22594,22594,M,Y,Y,A,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,567.0,B,Y,N,N,B,B,29.0,2.0
22595,22595,M,N,N,A,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28,743.0,B,N,Y,N,B,B,23.0,2.0
22597,22597,M,N,Y,A,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31,714.0,B,N,N,Y,D,A,2.0,0.0
22598,22598,F,N,Y,A,157500.0,State servant,Incomplete higher,Civil marriage,House / apartment,28,795.0,A,N,N,N,B,B,39.0,2.0
22599,22599,F,N,Y,A,225000.0,Pensioner,Higher education,Married,House / apartment,65,0.0,A,N,N,N,A,B,31.0,2.0
22601,22601,M,N,N,A,270000.0,State servant,Incomplete higher,Married,House / apartment,26,1674.0,A,N,N,N,A,B,18.0,1.0
22603,22603,F,N,N,A,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,37,6383.0,C,Y,Y,N,B,B,55.0,2.0
22604,22604,F,N,Y,A,117000.0,Pensioner,Higher education,Single / not married,House / apartment,62,0.0,A,N,N,N,A,A,12.0,0.0
22605,22605,F,N,Y,B,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,31,635.0,A,N,N,N,B,C,3.0,1.0
22606,22606,F,N,Y,A,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,53,2425.0,A,N,N,N,B,B,55.0,2.0
22607,22607,M,Y,N,A,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47,2631.0,A,N,N,N,D,A,18.0,2.0
22608,22608,F,N,Y,A,135000.0,Commercial associate,Higher education,Married,House / apartment,37,3996.0,B,N,N,Y,B,B,7.0,2.0
22609,22609,F,N,N,A,270000.0,Working,Higher education,Single / not married,House / apartment,42,2958.0,A,N,N,N,B,A,22.0,2.0
22610,22610,F,N,Y,B,252000.0,Working,Secondary / secondary special,Separated,House / apartment,50,3505.0,A,N,N,N,C,B,45.0,2.0
22611,22611,F,N,Y,B,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,50,2101.0,C,N,Y,Y,B,B,29.0,1.0
22612,22612,M,Y,N,B,259500.0,State servant,Secondary / secondary special,Married,House / apartment,38,2404.0,A,N,N,N,C,C,46.0,2.0
22613,22613,M,Y,N,A,126000.0,Working,Secondary / secondary special,Married,House / apartment,55,248.0,B,Y,N,N,B,B,45.0,1.0
22614,22614,M,Y,N,A,148500.0,State servant,Secondary / secondary special,Married,House / apartment,28,3026.0,B,Y,N,N,A,B,14.0,2.0
22615,22615,F,N,Y,A,40500.0,Pensioner,Lower secondary,Married,House / apartment,65,0.0,A,N,N,N,A,B,49.0,0.0
22616,22616,F,N,Y,A,247500.0,Working,Secondary / secondary special,Separated,House / apartment,53,3322.0,C,Y,Y,N,B,A,50.0,2.0
22617,22617,F,Y,Y,A,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42,5500.0,B,N,N,Y,B,B,13.0,1.0
22618,22618,F,Y,N,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,38,3505.0,B,Y,N,N,C,B,2.0,1.0
22619,22619,F,N,N,A,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0.0,B,N,Y,N,A,B,40.0,2.0
22620,22620,F,N,N,A,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,62,0.0,A,N,N,N,A,A,17.0,2.0
22621,22621,M,N,Y,B,157500.0,Working,Secondary / secondary special,Married,Office apartment,31,3330.0,A,N,N,N,D,C,3.0,1.0
22622,22622,M,N,N,A,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40,2443.0,B,N,Y,N,B,B,39.0,2.0
22623,22623,F,Y,Y,B,135000.0,Working,Secondary / secondary special,Married,With parents,28,117.0,A,N,N,N,B,C,23.0,2.0
22624,22624,F,N,N,A,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,61,2988.0,B,Y,N,N,C,B,11.0,2.0
22625,22625,F,Y,Y,B,180000.0,Working,Secondary / secondary special,Married,House / apartment,38,2512.0,A,N,N,N,C,C,8.0,2.0
22627,22627,M,Y,Y,C,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,735.0,B,N,Y,N,B,D,12.0,1.0
22629,22629,M,Y,Y,C,270000.0,Working,Secondary / secondary special,Married,House / apartment,36,4086.0,A,N,N,N,B,D,16.0,1.0
22630,22630,F,Y,Y,A,259500.0,Commercial associate,Incomplete higher,Married,House / apartment,50,3944.0,B,N,Y,N,A,B,0.0,1.0
22631,22631,F,Y,N,B,180000.0,Working,Secondary / secondary special,Married,House / apartment,30,130.0,A,N,N,N,B,C,48.0,2.0
22632,22632,M,N,Y,A,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,25,1095.0,B,N,N,Y,B,B,8.0,0.0
22633,22633,F,Y,N,A,202500.0,Working,Secondary / secondary special,Married,House / apartment,40,3505.0,B,N,Y,N,C,B,57.0,1.0
22636,22636,M,Y,Y,B,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33,2898.0,A,N,N,N,B,B,27.0,1.0
22638,22638,M,Y,Y,A,225000.0,Working,Incomplete higher,Married,House / apartment,45,704.0,B,N,Y,N,B,B,20.0,2.0
22639,22639,M,Y,Y,A,292500.0,Working,Secondary / secondary special,Married,House / apartment,42,566.0,A,N,N,N,B,B,51.0,2.0
22640,22640,M,Y,Y,B,247500.0,Working,Secondary / secondary special,Married,House / apartment,31,1591.0,B,N,N,Y,B,C,49.0,2.0
22641,22641,F,Y,Y,A,180000.0,Working,Higher education,Married,House / apartment,46,2687.0,A,N,N,N,B,B,47.0,2.0
22642,22642,F,N,Y,A,225000.0,Working,Secondary / secondary special,Married,House / apartment,48,1256.0,A,N,N,N,B,B,22.0,1.0
